Time step, Pipe time, Rend time, Save time, Comp time
3500, 0.000842, 0.016788, 0.023307, 0.155247
3510, 0.000841, 0.016668, 0.015941, 0.160287
3520, 0.000595, 0.011326, 0.015595, 0.167719
3530, 0.000841, 0.016701, 0.016815, 0.159889
3540, 0.000527, 0.011163, 0.016084, 0.1703
3550, 0.000634, 0.011217, 0.015921, 0.168083
3560, 0.000524, 0.023607, 0.023393, 0.158056
3570, 0.000847, 0.012235, 0.016155, 0.164353
3580, 0.00085, 0.016595, 0.021223, 0.152104
3590, 0.000849, 0.016677, 0.023381, 0.158903
4210, 0.000526, 0.011349, 0.016214, 0.167266
4210, 0.000844, 0.016607, 0.015558, 0.159564
4220, 0.000528, 0.01105, 0.016327, 0.166871
4220, 0.000523, 0.011358, 0.015728, 0.165112
4230, 0.000529, 0.011204, 0.015751, 0.16143
4230, 0.000647, 0.011169, 0.015944, 0.155514
4240, 0.000527, 0.022986, 0.023367, 0.136526
4240, 0.000854, 0.016841, 0.015734, 0.133672
4250, 0.000529, 0.010834, 0.015924, 0.157742
4250, 0.000572, 0.011293, 0.015889, 0.169501
4260, 0.000858, 0.0167, 0.016049, 0.149919
4260, 0.000573, 0.011363, 0.016437, 0.174767
4270, 0.000843, 0.016646, 0.023362, 0.154178
4270, 0.000628, 0.196492, 0.023751, 1.49829
4280, 0.000843, 0.016716, 0.023322, 0.156969
4280, 0.000842, 0.016885, 0.023999, 0.156528
4290, 0.000845, 0.016702, 0.02194, 0.159775
4290, 0.000523, 0.011031, 0.016093, 0.167456
4300, 0.000634, 0.011366, 0.015972, 0.174917
4300, 0.000907, 0.011348, 0.015901, 0.162824
4310, 0.000534, 0.011008, 0.015712, 0.170866
4310, 0.000843, 0.016707, 0.01924, 0.157647
4320, 0.000563, 0.011507, 0.015941, 0.176413
4320, 0.00058, 0.011205, 0.016228, 0.174998
4330, 0.000522, 0.011549, 0.015691, 0.175047
4330, 0.000526, 0.010981, 0.017008, 0.17066
4340, 0.000629, 0.011184, 0.015975, 0.170735
4340, 0.000523, 0.011267, 0.016472, 0.175972
4350, 0.000526, 0.017194, 0.023383, 0.103964
4350, 0.000848, 0.01661, 0.024042, 0.162758
4360, 0.000846, 0.016533, 0.015414, 0.158474
4360, 0.000525, 0.011394, 0.016067, 0.175811
4370, 0.000631, 0.011902, 0.015896, 0.17302
4370, 0.000849, 0.01669, 0.02404, 0.150359
4380, 0.000528, 0.011109, 0.015722, 0.166466
4380, 0.000613, 0.011326, 0.016232, 0.175837
4390, 0.000636, 0.011452, 0.015674, 0.119744
4390, 0.00057, 0.011375, 0.016401, 0.103842
4400, 0.000611, 0.011382, 0.015449, 0.172174
4400, 0.000526, 0.023121, 0.024017, 0.160098
4410, 0.000855, 0.014825, 0.015825, 0.165058
4410, 0.000847, 0.016706, 0.02408, 0.146287
4420, 0.00084, 0.016677, 0.015719, 0.163419
4420, 0.000524, 0.011605, 0.016698, 0.170991
4430, 0.000611, 0.011309, 0.016063, 0.17629
4430, 0.000533, 0.011244, 0.016383, 0.17469
4440, 0.000843, 0.016719, 0.015869, 0.157006
4440, 0.000851, 0.016678, 0.02373, 0.152779
4450, 0.000565, 0.011497, 0.015578, 0.175798
4450, 0.000523, 0.011069, 0.016493, 0.171622
4460, 0.000538, 0.011258, 0.016019, 0.174634
4460, 0.000524, 0.011177, 0.016319, 0.183597
4470, 0.000523, 0.011167, 0.01618, 0.175295
4470, 0.000845, 0.016584, 0.016031, 0.154566
4480, 0.000633, 0.010804, 0.015764, 0.171187
4480, 0.000567, 0.011184, 0.016573, 0.11842
4490, 0.000524, 0.011574, 0.015696, 0.174596
4490, 0.000527, 0.011132, 0.016757, 0.169088
4500, 0.000597, 0.010705, 0.015349, 0.176462
4510, 0.000551, 0.011177, 0.016349, 0.172336
4520, 0.000527, 0.020796, 0.016023, 0.163986
4530, 0.000527, 0.011293, 0.016548, 0.166126
4540, 0.000621, 0.012447, 0.015831, 0.179763
4550, 0.000524, 0.010919, 0.016284, 0.163633
4560, 0.000526, 0.011014, 0.015728, 0.171566
4570, 0.000524, 0.011181, 0.016095, 0.17268
4580, 0.000566, 0.011366, 0.016003, 0.177404
4590, 0.000544, 0.011178, 0.016834, 0.169244
4600, 0.000543, 0.011299, 0.015635, 0.167732
4610, 0.00054, 0.011216, 0.016033, 0.162843
4620, 0.000559, 0.011336, 0.016072, 0.115967
4630, 0.000531, 0.023023, 0.024069, 0.161272
4640, 0.000843, 0.015286, 0.015031, 0.135983
4650, 0.000616, 0.181963, 0.023763, 1.50046
4660, 0.00085, 0.016752, 0.023349, 0.166907
4670, 0.000842, 0.019337, 0.015725, 0.160206
4680, 0.000614, 0.011252, 0.016201, 0.175644
4690, 0.000619, 0.023368, 0.023368, 0.166929
4700, 0.000851, 0.016602, 0.015465, 0.163267
